paper_id,title,abstract,image_id,image_path
arxiv.2023.00007,CNN-based Approach for Translation on MNIST,"We propose a novel CNN architecture for translation. Our method achieves state-of-the-art results on MNIST dataset, improving upon previous approaches by 12%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2023.00007_img_0,data/images/samples/arxiv.2023.00007_img_0.png
arxiv.2023.00007,CNN-based Approach for Translation on MNIST,"We propose a novel CNN architecture for translation. Our method achieves state-of-the-art results on MNIST dataset, improving upon previous approaches by 12%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2023.00007_img_1,data/images/samples/arxiv.2023.00007_img_1.png
arxiv.2023.00007,CNN-based Approach for Translation on MNIST,"We propose a novel CNN architecture for translation. Our method achieves state-of-the-art results on MNIST dataset, improving upon previous approaches by 12%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2023.00007_img_2,data/images/samples/arxiv.2023.00007_img_2.png
arxiv.2020.00008,VAE-based Approach for Translation on ImageNet,"We propose a novel VAE architecture for translation. Our method achieves state-of-the-art results on ImageNet dataset, improving upon previous approaches by 14%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2020.00008_img_0,data/images/samples/arxiv.2020.00008_img_0.png
arxiv.2020.00008,VAE-based Approach for Translation on ImageNet,"We propose a novel VAE architecture for translation. Our method achieves state-of-the-art results on ImageNet dataset, improving upon previous approaches by 14%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2020.00008_img_1,data/images/samples/arxiv.2020.00008_img_1.png
arxiv.2020.00008,VAE-based Approach for Translation on ImageNet,"We propose a novel VAE architecture for translation. Our method achieves state-of-the-art results on ImageNet dataset, improving upon previous approaches by 14%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2020.00008_img_2,data/images/samples/arxiv.2020.00008_img_2.png
arxiv.2021.00009,VAE-based Approach for Classification on COCO,"We propose a novel VAE architecture for classification. Our method achieves state-of-the-art results on COCO dataset, improving upon previous approaches by 9%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2021.00009_img_0,data/images/samples/arxiv.2021.00009_img_0.png
arxiv.2021.00009,VAE-based Approach for Classification on COCO,"We propose a novel VAE architecture for classification. Our method achieves state-of-the-art results on COCO dataset, improving upon previous approaches by 9%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2021.00009_img_1,data/images/samples/arxiv.2021.00009_img_1.png
arxiv.2021.00009,VAE-based Approach for Classification on COCO,"We propose a novel VAE architecture for classification. Our method achieves state-of-the-art results on COCO dataset, improving upon previous approaches by 9%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2021.00009_img_2,data/images/samples/arxiv.2021.00009_img_2.png
arxiv.2022.00010,VAE-based Approach for Segmentation on CIFAR,"We propose a novel VAE architecture for segmentation. Our method achieves state-of-the-art results on CIFAR dataset, improving upon previous approaches by 3%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2022.00010_img_0,data/images/samples/arxiv.2022.00010_img_0.png
arxiv.2022.00010,VAE-based Approach for Segmentation on CIFAR,"We propose a novel VAE architecture for segmentation. Our method achieves state-of-the-art results on CIFAR dataset, improving upon previous approaches by 3%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2022.00010_img_1,data/images/samples/arxiv.2022.00010_img_1.png
arxiv.2022.00010,VAE-based Approach for Segmentation on CIFAR,"We propose a novel VAE architecture for segmentation. Our method achieves state-of-the-art results on CIFAR dataset, improving upon previous approaches by 3%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2022.00010_img_2,data/images/samples/arxiv.2022.00010_img_2.png
arxiv.2023.00011,CNN-based Approach for Classification on MNIST,"We propose a novel CNN architecture for classification. Our method achieves state-of-the-art results on MNIST dataset, improving upon previous approaches by 7%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2023.00011_img_0,data/images/samples/arxiv.2023.00011_img_0.png
arxiv.2023.00011,CNN-based Approach for Classification on MNIST,"We propose a novel CNN architecture for classification. Our method achieves state-of-the-art results on MNIST dataset, improving upon previous approaches by 7%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2023.00011_img_1,data/images/samples/arxiv.2023.00011_img_1.png
arxiv.2023.00011,CNN-based Approach for Classification on MNIST,"We propose a novel CNN architecture for classification. Our method achieves state-of-the-art results on MNIST dataset, improving upon previous approaches by 7%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2023.00011_img_2,data/images/samples/arxiv.2023.00011_img_2.png
arxiv.2020.00012,GAN-based Approach for Classification on WikiText,"We propose a novel GAN architecture for classification. Our method achieves state-of-the-art results on WikiText dataset, improving upon previous approaches by 2%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2020.00012_img_0,data/images/samples/arxiv.2020.00012_img_0.png
arxiv.2020.00012,GAN-based Approach for Classification on WikiText,"We propose a novel GAN architecture for classification. Our method achieves state-of-the-art results on WikiText dataset, improving upon previous approaches by 2%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2020.00012_img_1,data/images/samples/arxiv.2020.00012_img_1.png
arxiv.2020.00012,GAN-based Approach for Classification on WikiText,"We propose a novel GAN architecture for classification. Our method achieves state-of-the-art results on WikiText dataset, improving upon previous approaches by 2%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2020.00012_img_2,data/images/samples/arxiv.2020.00012_img_2.png
arxiv.2021.00013,BERT-based Approach for Classification on MNIST,"We propose a novel BERT architecture for classification. Our method achieves state-of-the-art results on MNIST dataset, improving upon previous approaches by 10%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2021.00013_img_0,data/images/samples/arxiv.2021.00013_img_0.png
arxiv.2021.00013,BERT-based Approach for Classification on MNIST,"We propose a novel BERT architecture for classification. Our method achieves state-of-the-art results on MNIST dataset, improving upon previous approaches by 10%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2021.00013_img_1,data/images/samples/arxiv.2021.00013_img_1.png
arxiv.2021.00013,BERT-based Approach for Classification on MNIST,"We propose a novel BERT architecture for classification. Our method achieves state-of-the-art results on MNIST dataset, improving upon previous approaches by 10%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2021.00013_img_2,data/images/samples/arxiv.2021.00013_img_2.png
arxiv.2022.00014,Transformer-based Approach for Segmentation on ImageNet,"We propose a novel Transformer architecture for segmentation. Our method achieves state-of-the-art results on ImageNet dataset, improving upon previous approaches by 7%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2022.00014_img_0,data/images/samples/arxiv.2022.00014_img_0.png
arxiv.2022.00014,Transformer-based Approach for Segmentation on ImageNet,"We propose a novel Transformer architecture for segmentation. Our method achieves state-of-the-art results on ImageNet dataset, improving upon previous approaches by 7%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2022.00014_img_1,data/images/samples/arxiv.2022.00014_img_1.png
arxiv.2022.00014,Transformer-based Approach for Segmentation on ImageNet,"We propose a novel Transformer architecture for segmentation. Our method achieves state-of-the-art results on ImageNet dataset, improving upon previous approaches by 7%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2022.00014_img_2,data/images/samples/arxiv.2022.00014_img_2.png
arxiv.2023.00015,LSTM-based Approach for Generation on WikiText,"We propose a novel LSTM architecture for generation. Our method achieves state-of-the-art results on WikiText dataset, improving upon previous approaches by 10%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2023.00015_img_0,data/images/samples/arxiv.2023.00015_img_0.png
arxiv.2023.00015,LSTM-based Approach for Generation on WikiText,"We propose a novel LSTM architecture for generation. Our method achieves state-of-the-art results on WikiText dataset, improving upon previous approaches by 10%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2023.00015_img_1,data/images/samples/arxiv.2023.00015_img_1.png
arxiv.2023.00015,LSTM-based Approach for Generation on WikiText,"We propose a novel LSTM architecture for generation. Our method achieves state-of-the-art results on WikiText dataset, improving upon previous approaches by 10%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2023.00015_img_2,data/images/samples/arxiv.2023.00015_img_2.png
arxiv.2020.00016,GAN-based Approach for Segmentation on ImageNet,"We propose a novel GAN architecture for segmentation. Our method achieves state-of-the-art results on ImageNet dataset, improving upon previous approaches by 14%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2020.00016_img_0,data/images/samples/arxiv.2020.00016_img_0.png
arxiv.2020.00016,GAN-based Approach for Segmentation on ImageNet,"We propose a novel GAN architecture for segmentation. Our method achieves state-of-the-art results on ImageNet dataset, improving upon previous approaches by 14%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2020.00016_img_1,data/images/samples/arxiv.2020.00016_img_1.png
arxiv.2020.00016,GAN-based Approach for Segmentation on ImageNet,"We propose a novel GAN architecture for segmentation. Our method achieves state-of-the-art results on ImageNet dataset, improving upon previous approaches by 14%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2020.00016_img_2,data/images/samples/arxiv.2020.00016_img_2.png
arxiv.2021.00017,LSTM-based Approach for Detection on WikiText,"We propose a novel LSTM architecture for detection. Our method achieves state-of-the-art results on WikiText dataset, improving upon previous approaches by 2%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2021.00017_img_0,data/images/samples/arxiv.2021.00017_img_0.png
arxiv.2021.00017,LSTM-based Approach for Detection on WikiText,"We propose a novel LSTM architecture for detection. Our method achieves state-of-the-art results on WikiText dataset, improving upon previous approaches by 2%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2021.00017_img_1,data/images/samples/arxiv.2021.00017_img_1.png
arxiv.2021.00017,LSTM-based Approach for Detection on WikiText,"We propose a novel LSTM architecture for detection. Our method achieves state-of-the-art results on WikiText dataset, improving upon previous approaches by 2%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2021.00017_img_2,data/images/samples/arxiv.2021.00017_img_2.png
arxiv.2022.00018,GPT-based Approach for Segmentation on WikiText,"We propose a novel GPT architecture for segmentation. Our method achieves state-of-the-art results on WikiText dataset, improving upon previous approaches by 6%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2022.00018_img_0,data/images/samples/arxiv.2022.00018_img_0.png
arxiv.2022.00018,GPT-based Approach for Segmentation on WikiText,"We propose a novel GPT architecture for segmentation. Our method achieves state-of-the-art results on WikiText dataset, improving upon previous approaches by 6%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2022.00018_img_1,data/images/samples/arxiv.2022.00018_img_1.png
arxiv.2022.00018,GPT-based Approach for Segmentation on WikiText,"We propose a novel GPT architecture for segmentation. Our method achieves state-of-the-art results on WikiText dataset, improving upon previous approaches by 6%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2022.00018_img_2,data/images/samples/arxiv.2022.00018_img_2.png
arxiv.2023.00019,GAN-based Approach for Detection on COCO,"We propose a novel GAN architecture for detection. Our method achieves state-of-the-art results on COCO dataset, improving upon previous approaches by 2%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2023.00019_img_0,data/images/samples/arxiv.2023.00019_img_0.png
arxiv.2023.00019,GAN-based Approach for Detection on COCO,"We propose a novel GAN architecture for detection. Our method achieves state-of-the-art results on COCO dataset, improving upon previous approaches by 2%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2023.00019_img_1,data/images/samples/arxiv.2023.00019_img_1.png
arxiv.2023.00019,GAN-based Approach for Detection on COCO,"We propose a novel GAN architecture for detection. Our method achieves state-of-the-art results on COCO dataset, improving upon previous approaches by 2%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2023.00019_img_2,data/images/samples/arxiv.2023.00019_img_2.png
arxiv.2020.00020,VAE-based Approach for Detection on COCO,"We propose a novel VAE architecture for detection. Our method achieves state-of-the-art results on COCO dataset, improving upon previous approaches by 5%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2020.00020_img_0,data/images/samples/arxiv.2020.00020_img_0.png
arxiv.2020.00020,VAE-based Approach for Detection on COCO,"We propose a novel VAE architecture for detection. Our method achieves state-of-the-art results on COCO dataset, improving upon previous approaches by 5%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2020.00020_img_1,data/images/samples/arxiv.2020.00020_img_1.png
arxiv.2020.00020,VAE-based Approach for Detection on COCO,"We propose a novel VAE architecture for detection. Our method achieves state-of-the-art results on COCO dataset, improving upon previous approaches by 5%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2020.00020_img_2,data/images/samples/arxiv.2020.00020_img_2.png
arxiv.2021.00021,VAE-based Approach for Detection on MNIST,"We propose a novel VAE architecture for detection. Our method achieves state-of-the-art results on MNIST dataset, improving upon previous approaches by 13%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2021.00021_img_0,data/images/samples/arxiv.2021.00021_img_0.png
arxiv.2021.00021,VAE-based Approach for Detection on MNIST,"We propose a novel VAE architecture for detection. Our method achieves state-of-the-art results on MNIST dataset, improving upon previous approaches by 13%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2021.00021_img_1,data/images/samples/arxiv.2021.00021_img_1.png
arxiv.2021.00021,VAE-based Approach for Detection on MNIST,"We propose a novel VAE architecture for detection. Our method achieves state-of-the-art results on MNIST dataset, improving upon previous approaches by 13%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2021.00021_img_2,data/images/samples/arxiv.2021.00021_img_2.png
arxiv.2022.00022,Transformer-based Approach for Classification on MNIST,"We propose a novel Transformer architecture for classification. Our method achieves state-of-the-art results on MNIST dataset, improving upon previous approaches by 13%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2022.00022_img_0,data/images/samples/arxiv.2022.00022_img_0.png
arxiv.2022.00022,Transformer-based Approach for Classification on MNIST,"We propose a novel Transformer architecture for classification. Our method achieves state-of-the-art results on MNIST dataset, improving upon previous approaches by 13%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2022.00022_img_1,data/images/samples/arxiv.2022.00022_img_1.png
arxiv.2022.00022,Transformer-based Approach for Classification on MNIST,"We propose a novel Transformer architecture for classification. Our method achieves state-of-the-art results on MNIST dataset, improving upon previous approaches by 13%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2022.00022_img_2,data/images/samples/arxiv.2022.00022_img_2.png
arxiv.2023.00023,RNN-based Approach for Detection on COCO,"We propose a novel RNN architecture for detection. Our method achieves state-of-the-art results on COCO dataset, improving upon previous approaches by 11%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2023.00023_img_0,data/images/samples/arxiv.2023.00023_img_0.png
arxiv.2023.00023,RNN-based Approach for Detection on COCO,"We propose a novel RNN architecture for detection. Our method achieves state-of-the-art results on COCO dataset, improving upon previous approaches by 11%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2023.00023_img_1,data/images/samples/arxiv.2023.00023_img_1.png
arxiv.2023.00023,RNN-based Approach for Detection on COCO,"We propose a novel RNN architecture for detection. Our method achieves state-of-the-art results on COCO dataset, improving upon previous approaches by 11%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2023.00023_img_2,data/images/samples/arxiv.2023.00023_img_2.png
arxiv.2020.00024,VAE-based Approach for Translation on ImageNet,"We propose a novel VAE architecture for translation. Our method achieves state-of-the-art results on ImageNet dataset, improving upon previous approaches by 9%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2020.00024_img_0,data/images/samples/arxiv.2020.00024_img_0.png
arxiv.2020.00024,VAE-based Approach for Translation on ImageNet,"We propose a novel VAE architecture for translation. Our method achieves state-of-the-art results on ImageNet dataset, improving upon previous approaches by 9%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2020.00024_img_1,data/images/samples/arxiv.2020.00024_img_1.png
arxiv.2020.00024,VAE-based Approach for Translation on ImageNet,"We propose a novel VAE architecture for translation. Our method achieves state-of-the-art results on ImageNet dataset, improving upon previous approaches by 9%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2020.00024_img_2,data/images/samples/arxiv.2020.00024_img_2.png
arxiv.2021.00025,LSTM-based Approach for Segmentation on CIFAR,"We propose a novel LSTM architecture for segmentation. Our method achieves state-of-the-art results on CIFAR dataset, improving upon previous approaches by 11%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2021.00025_img_0,data/images/samples/arxiv.2021.00025_img_0.png
arxiv.2021.00025,LSTM-based Approach for Segmentation on CIFAR,"We propose a novel LSTM architecture for segmentation. Our method achieves state-of-the-art results on CIFAR dataset, improving upon previous approaches by 11%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2021.00025_img_1,data/images/samples/arxiv.2021.00025_img_1.png
arxiv.2021.00025,LSTM-based Approach for Segmentation on CIFAR,"We propose a novel LSTM architecture for segmentation. Our method achieves state-of-the-art results on CIFAR dataset, improving upon previous approaches by 11%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2021.00025_img_2,data/images/samples/arxiv.2021.00025_img_2.png
arxiv.2022.00026,GPT-based Approach for Segmentation on WikiText,"We propose a novel GPT architecture for segmentation. Our method achieves state-of-the-art results on WikiText dataset, improving upon previous approaches by 12%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2022.00026_img_0,data/images/samples/arxiv.2022.00026_img_0.png
arxiv.2022.00026,GPT-based Approach for Segmentation on WikiText,"We propose a novel GPT architecture for segmentation. Our method achieves state-of-the-art results on WikiText dataset, improving upon previous approaches by 12%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2022.00026_img_1,data/images/samples/arxiv.2022.00026_img_1.png
arxiv.2022.00026,GPT-based Approach for Segmentation on WikiText,"We propose a novel GPT architecture for segmentation. Our method achieves state-of-the-art results on WikiText dataset, improving upon previous approaches by 12%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2022.00026_img_2,data/images/samples/arxiv.2022.00026_img_2.png
arxiv.2023.00027,BERT-based Approach for Classification on CIFAR,"We propose a novel BERT architecture for classification. Our method achieves state-of-the-art results on CIFAR dataset, improving upon previous approaches by 3%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2023.00027_img_0,data/images/samples/arxiv.2023.00027_img_0.png
arxiv.2023.00027,BERT-based Approach for Classification on CIFAR,"We propose a novel BERT architecture for classification. Our method achieves state-of-the-art results on CIFAR dataset, improving upon previous approaches by 3%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2023.00027_img_1,data/images/samples/arxiv.2023.00027_img_1.png
arxiv.2023.00027,BERT-based Approach for Classification on CIFAR,"We propose a novel BERT architecture for classification. Our method achieves state-of-the-art results on CIFAR dataset, improving upon previous approaches by 3%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2023.00027_img_2,data/images/samples/arxiv.2023.00027_img_2.png
arxiv.2020.00028,BERT-based Approach for Segmentation on CIFAR,"We propose a novel BERT architecture for segmentation. Our method achieves state-of-the-art results on CIFAR dataset, improving upon previous approaches by 8%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2020.00028_img_0,data/images/samples/arxiv.2020.00028_img_0.png
arxiv.2020.00028,BERT-based Approach for Segmentation on CIFAR,"We propose a novel BERT architecture for segmentation. Our method achieves state-of-the-art results on CIFAR dataset, improving upon previous approaches by 8%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2020.00028_img_1,data/images/samples/arxiv.2020.00028_img_1.png
arxiv.2020.00028,BERT-based Approach for Segmentation on CIFAR,"We propose a novel BERT architecture for segmentation. Our method achieves state-of-the-art results on CIFAR dataset, improving upon previous approaches by 8%. We demonstrate the effectiveness through extensive experiments and provide detailed analysis of the model behavior.",arxiv.2020.00028_img_2,data/images/samples/arxiv.2020.00028_img_2.png
