id,title,abstract,categories,authors,year,url,doi,journal_ref,primary_category,update_date
704.0302,Spline Single-Index Prediction Model,"For the past two decades, single-index model, a special case of projection pursuit regression, has proven to be an efficient way of coping with the high dimensional problem in nonparametric regression. In this paper, based on weakly dependent sample, we investigate the single-index prediction (SIP) model which is robust against deviation from the single-index model. The single-index is identified by the best approximation to the multivariate prediction function of the response variable, regardless of whether the prediction function is a genuine single-index function. A polynomial spline estimator is proposed for the single-index prediction coefficients, and is shown to be root-n consistent and asymptotically normal. An iterative optimization routine is used which is sufficiently fast for the user to analyze large data of high dimension within seconds. Simulation experiments have provided strong evidence that corroborates with the asymptotic theory. Application of the proposed procedure to the rive flow data of Iceland has yielded superior out-of-sample rolling forecasts.",math.ST stat.TH,Li Wang and Lijian Yang,2024,https://arxiv.org/abs/0704.0302,,,math.ST,
704.0304,The World as Evolving Information,"This paper discusses the benefits of describing the world as information, especially in the study of the evolution of life and cognition. Traditional studies encounter problems because it is difficult to describe life and cognition in terms of matter and energy, since their laws are valid only at the physical scale. However, if matter and energy, as well as life and cognition, are described in terms of information, evolution can be described consistently as information becoming more complex.   The paper presents eight tentative laws of information, valid at multiple scales, which are generalizations of Darwinian, cybernetic, thermodynamic, psychological, philosophical, and complexity principles. These are further used to discuss the notions of life, cognition and their evolution.",cs.IT cs.AI math.IT q-bio.PE,Carlos Gershenson,2024,https://arxiv.org/abs/0704.0304,10.1007/978-3-642-18003-3_10,"Minai, A., Braha, D., and Bar-Yam, Y., eds. Unifying Themes in
  Complex Systems VII, pp. 100-115. Springer, Berlin Heidelberg, 2012",cs.IT,
704.0326,On generalized entropy measures and pathways,"Product probability property, known in the literature as statistical independence, is examined first. Then generalized entropies are introduced, all of which give generalizations to Shannon entropy. It is shown that the nature of the recursivity postulate automatically determines the logarithmic functional form for Shannon entropy. Due to the logarithmic nature, Shannon entropy naturally gives rise to additivity, when applied to situations having product probability property. It is argued that the natural process is non-additivity, important, for example, in statistical mechanics, even in product probability property situations and additivity can hold due to the involvement of a recursivity postulate leading to a logarithmic function. Generalizations, including Mathai's generalized entropy are introduced and some of the properties are examined. Situations are examined where Mathai's entropy leads to pathway models, exponential and power law behavior and related differential equations. Connection of Mathai's entropy to Kerridge's measure of ""inaccuracy"" is also explored.",math.ST cond-mat.stat-mech stat.TH,"A.M. Mathai, H.J. Haubold",2024,https://arxiv.org/abs/0704.0326,10.1016/j.physa.2007.06.047,Physica A 385(2007)493-500,math.ST,
704.0329,Solutions of fractional reaction-diffusion equations in terms of the   H-function,"This paper deals with the investigation of the solution of an unified fractional reaction-diffusion equation associated with the Caputo derivative as the time-derivative and Riesz-Feller fractional derivative as the space-derivative. The solution is derived by the application of the Laplace and Fourier transforms in closed form in terms of the H-function. The results derived are of general nature and include the results investigated earlier by many authors, notably by Mainardi et al. (2001, 2005) for the fundamental solution of the space-time fractional diffusion equation, and Saxena et al. (2006a, b) for fractional reaction- diffusion equations. The advantage of using Riesz-Feller derivative lies in the fact that the solution of the fractional reaction-diffusion equation containing this derivative includes the fundamental solution for space-time fractional diffusion, which itself is a generalization of neutral fractional diffusion, space-fractional diffusion, and time-fractional diffusion. These specialized types of diffusion can be interpreted as spatial probability density functions evolving in time and are expressible in terms of the H-functions in compact form.",math.PR math.CA math.ST stat.TH,"H.J. Haubold, A.M. Mathai, R.K. Saxena",2024,https://arxiv.org/abs/0704.0329,,Bull. Astr. Soc. India 35(2007)681-689,math.PR,
704.0339,Lattice Boltzmann inverse kinetic approach for the incompressible   Navier-Stokes equations,"In spite of the large number of papers appeared in the past which are devoted to the lattice Boltzmann (LB) methods, basic aspects of the theory still remain unchallenged. An unsolved theoretical issue is related to the construction of a discrete kinetic theory which yields \textit{exactly} the fluid equations, i.e., is non-asymptotic (here denoted as \textit{LB inverse kinetic theory}). The purpose of this paper is theoretical and aims at developing an inverse kinetic approach of this type. In principle infinite solutions exist to this problem but the freedom can be exploited in order to meet important requirements. In particular, the discrete kinetic theory can be defined so that it yields exactly the fluid equation also for arbitrary non-equilibrium (but suitably smooth) kinetic distribution functions and arbitrarily close to the boundary of the fluid domain. Unlike previous entropic LB methods the theorem can be obtained without functional constraints on the class of the initial distribution functions. Possible realizations of the theory and asymptotic approximations are provided which permit to determine the fluid equations \textit{with prescribed accuracy.} As a result, asymptotic accuracy estimates of customary LB approaches and comparisons with the Chorin artificial compressibility method are discussed.",physics.flu-dyn physics.comp-ph,"Enrico Fonda, Massimo Tessarotto and Marco Ellero",2024,https://arxiv.org/abs/0704.0339,,,physics.flu-dyn,
704.0464,Annealed importance sampling of dileucine peptide,"Annealed importance sampling is a means to assign equilibrium weights to a nonequilibrium sample that was generated by a simulated annealing protocol. The weights may then be used to calculate equilibrium averages, and also serve as an ``adiabatic signature'' of the chosen cooling schedule. In this paper we demonstrate the method on the 50-atom dileucine peptide, showing that equilibrium distributions are attained for manageable cooling schedules. For this system, as naively implemented here, the method is modestly more efficient than constant temperature simulation. However, the method is worth considering whenever any simulated heating or cooling is performed (as is often done at the beginning of a simulation project, or during an NMR structure calculation), as it is simple to implement and requires minimal additional CPU expense. Furthermore, the naive implementation presented here can be improved.",q-bio.BM,Edward Lyman and Daniel M. Zuckerman,2024,https://arxiv.org/abs/0704.0464,10.1063/1.2754267,,q-bio.BM,
704.0517,Using decomposed household food acquisitions as inputs of a Kinetic   Dietary Exposure Model,"Foods naturally contain a number of contaminants that may have different and long term toxic effects. This paper introduces a novel approach for the assessment of such chronic food risk that integrates the pharmacokinetic properties of a given contaminant. The estimation of such a Kinetic Dietary Exposure Model (KDEM) should be based on long term consumption data which, for the moment, can only be provided by Household Budget Surveys such as the SECODIP panel in France. A semi parametric model is proposed to decompose a series of household quantities into individual quantities which are then used as inputs of the KDEM. As an illustration, the risk assessment related to the presence of methyl mercury in seafood is revisited using this novel approach.",math.ST stat.TH,"Olivier Allais (CORELA), Jessica Tressou (METARISK, Hkust-Ismt)",2024,https://arxiv.org/abs/0704.0517,,,math.ST,
704.0539,Integral representations for convolutions of non-central multivariate   gamma distributions,"Three types of integral representations for the cumulative distribution functions of convolutions of non-central p-variate gamma distributions are given by integration of elementary complex functions over the p-cube Cp = (-pi,pi]x...x(-pi,pi]. In particular, the joint distribution of the diagonal elements of a generalized quadratic form XAX' with n independent normally distributed column vectors in X is obtained. For a single p-variate gamma distribution function (p-1)-variate integrals over Cp-1 are derived. The integrals are numerically more favourable than integrals obtained from the Fourier or laplace inversion formula.",math.ST stat.TH,Thomas Royen,2024,https://arxiv.org/abs/0704.0539,,,math.ST,
704.0556,Effective conservation of energy and momentum algorithm using switching   potentials suitable for molecular dynamics simulation of thermodynamical   systems,"During a crossover via a switching mechanism from one 2-body potential to another as might be applied in modeling (chemical) reactions in the vicinity of bond formation, energy violations would occur due to finite step size which determines the trajectory of the particles relative to the potential interactions of the unbonded state by numerical (e.g. Verlet) integration. This problem is overcome by an algorithm which preserves the coordinates of the system for each move, but corrects for energy discrepancies by ensuring both energy and momentum conservation in the dynamics. The algorithm is tested for a hysteresis loop reaction model with an without the implementation of the algorithm. The tests involve checking the rate of energy flow out of the MD simulation box; in the equilibrium state, no net rate of flows within experimental error should be observed. The temperature and pressure of the box should also be invariant within the range of fluctuation of these quantities. It is demonstrated that the algorithm satisfies these criteria.",physics.comp-ph physics.chem-ph,Christopher G Jesudason,2024,https://arxiv.org/abs/0704.0556,,,physics.comp-ph,
704.0588,A new approach to mutual information,"A new expression as a certain asymptotic limit via ""discrete micro-states"" of permutations is provided to the mutual information of both continuous and discrete random variables.",math.PR math.ST stat.TH,F. Hiai and D. Petz,2024,https://arxiv.org/abs/0704.0588,,,math.PR,
704.0611,Modeling the field of laser welding melt pool by RBFNN,"Efficient control of a laser welding process requires the reliable prediction of process behavior. A statistical method of field modeling, based on normalized RBFNN, can be successfully used to predict the spatiotemporal dynamics of surface optical activity in the laser welding process. In this article we demonstrate how to optimize RBFNN to maximize prediction quality. Special attention is paid to the structure of sample vectors, which represent the bridge between the field distributions in the past and future.",physics.comp-ph physics.data-an,"A. Borstnik Bracic, E. Govekar and I. Grabec",2024,https://arxiv.org/abs/0704.0611,,,physics.comp-ph,
704.0634,A Finite Element framework for computation of protein normal modes and   mechanical response,"A coarse-grained computational procedure based on the Finite Element Method is proposed to calculate the normal modes and mechanical response of proteins and their supramolecular assemblies. Motivated by the elastic network model, proteins are modeled as homogeneous isotropic elastic solids with volume defined by their solvent-excluded surface. The discretized Finite Element representation is obtained using a surface simplification algorithm that facilitates the generation of models of arbitrary prescribed spatial resolution. The procedure is applied to compute the normal modes of a mutant of T4 phage lysozyme and of filamentous actin, as well as the critical Euler buckling load of the latter when subject to axial compression. Results compare favorably with all-atom normal mode analysis, the Rotation Translation Blocks procedure, and experiment. The proposed methodology establishes a computational framework for the calculation of protein mechanical response that facilitates the incorporation of specific atomic-level interactions into the model, including aqueous-electrolyte-mediated electrostatic effects. The procedure is equally applicable to proteins with known atomic coordinates as it is to electron density maps of proteins, protein complexes, and supramolecular assemblies of unknown atomic structure.",q-bio.BM q-bio.QM,Mark Bathe,2024,https://arxiv.org/abs/0704.0634,,,q-bio.BM,
704.0671,Learning from compressed observations,"The problem of statistical learning is to construct a predictor of a random variable $Y$ as a function of a related random variable $X$ on the basis of an i.i.d. training sample from the joint distribution of $(X,Y)$. Allowable predictors are drawn from some specified class, and the goal is to approach asymptotically the performance (expected loss) of the best predictor in the class. We consider the setting in which one has perfect observation of the $X$-part of the sample, while the $Y$-part has to be communicated at some finite bit rate. The encoding of the $Y$-values is allowed to depend on the $X$-values. Under suitable regularity conditions on the admissible predictors, the underlying family of probability distributions and the loss function, we give an information-theoretic characterization of achievable predictor performance in terms of conditional distortion-rate functions. The ideas are illustrated on the example of nonparametric regression in Gaussian noise.",cs.IT cs.LG math.IT,Maxim Raginsky,2024,https://arxiv.org/abs/0704.0671,10.1109/ITW.2007.4313111,,cs.IT,
704.0739,Computation of Power Loss in Likelihood Ratio Tests for Probability   Densities Extended by Lehmann Alternatives,We compute the loss of power in likelihood ratio tests when we test the original parameter of a probability density extended by the first Lehmann alternative.,math.ST math.PR stat.ME stat.TH,Lucas Gallindo Martins Soares,2024,https://arxiv.org/abs/0704.0739,,,math.ST,
704.0906,Metropolis algorithm and equienergy sampling for two mean field spin   systems,"In this paper we study the Metropolis algorithm in connection with two mean--field spin systems, the so called mean--field Ising model and the Blume--Emery--Griffiths model. In both this examples the naive choice of proposal chain gives rise, for some parameters, to a slowly mixing Metropolis chain, that is a chain whose spectral gap decreases exponentially fast (in the dimension $N$ of the problem). Here we show how a slight variant in the proposal chain can avoid this problem, keeping the mean computational cost similar to the cost of the usual Metropolis. More precisely we prove that, with a suitable variant in the proposal, the Metropolis chain has a spectral gap which decreases polynomially in 1/N. Using some symmetry structure of the energy, the method rests on allowing appropriate jumps within the energy level of the starting state.",math.PR math.ST stat.CO stat.TH,"Bassetti Federico, Leisen Fabrizio",2024,https://arxiv.org/abs/0704.0906,,,math.PR,
704.0918,Algebraic geometry of Gaussian Bayesian networks,"Conditional independence models in the Gaussian case are algebraic varieties in the cone of positive definite covariance matrices. We study these varieties in the case of Bayesian networks, with a view towards generalizing the recursive factorization theorem to situations with hidden variables. In the case when the underlying graph is a tree, we show that the vanishing ideal of the model is generated by the conditional independence statements implied by graph. We also show that the ideal of any Bayesian network is homogeneous with respect to a multigrading induced by a collection of upstream random variables. This has a number of important consequences for hidden variable models. Finally, we relate the ideals of Bayesian networks to a number of classical constructions in algebraic geometry including toric degenerations of the Grassmannian, matrix Schubert varieties, and secant varieties.",math.AG math.ST stat.TH,Seth Sullivant,2024,https://arxiv.org/abs/0704.0918,,,math.AG,
704.0923,When the Cramer-Rao Inequality provides no information,"We investigate a one-parameter family of probability densities (related to the Pareto distribution, which describes many natural phenomena) where the Cramer-Rao inequality provides no information.",math.ST stat.TH,Steven J. Miller,2024,https://arxiv.org/abs/0704.0923,,"Communications in Information and Systems 7 (2007), no. 3,
  265--272",math.ST,
704.0945,Gibbs fragmentation trees,"We study fragmentation trees of Gibbs type. In the binary case, we identify the most general Gibbs-type fragmentation tree with Aldous' beta-splitting model, which has an extended parameter range $\beta>-2$ with respect to the ${\rm beta}(\beta+1,\beta+1)$ probability distributions on which it is based. In the multifurcating case, we show that Gibbs fragmentation trees are associated with the two-parameter Poisson--Dirichlet models for exchangeable random partitions of $\mathbb {N}$, with an extended parameter range $0\le\alpha\le1$, $\theta\ge-2\alpha$ and $\alpha<0$, $\theta =-m\alpha$, $m\in \mathbb {N}$.",math.PR math.ST stat.TH,"Peter McCullagh, Jim Pitman, Matthias Winkel",2024,https://arxiv.org/abs/0704.0945,10.3150/08-BEJ134,"Bernoulli 2008, Vol. 14, No. 4, 988-1002",math.PR,
704.0954,Sensor Networks with Random Links: Topology Design for Distributed   Consensus,"In a sensor network, in practice, the communication among sensors is subject to:(1) errors or failures at random times; (3) costs; and(2) constraints since sensors and networks operate under scarce resources, such as power, data rate, or communication. The signal-to-noise ratio (SNR) is usually a main factor in determining the probability of error (or of communication failure) in a link. These probabilities are then a proxy for the SNR under which the links operate. The paper studies the problem of designing the topology, i.e., assigning the probabilities of reliable communication among sensors (or of link failures) to maximize the rate of convergence of average consensus, when the link communication costs are taken into account, and there is an overall communication budget constraint. To consider this problem, we address a number of preliminary issues: (1) model the network as a random topology; (2) establish necessary and sufficient conditions for mean square sense (mss) and almost sure (a.s.) convergence of average consensus when network links fail; and, in particular, (3) show that a necessary and sufficient condition for both mss and a.s. convergence is for the algebraic connectivity of the mean graph describing the network topology to be strictly positive. With these results, we formulate topology design, subject to random link failures and to a communication cost constraint, as a constrained convex optimization problem to which we apply semidefinite programming techniques. We show by an extensive numerical study that the optimal design improves significantly the convergence speed of the consensus algorithm and can achieve the asymptotic performance of a non-random network at a fraction of the communication cost.",cs.IT cs.LG math.IT,Soummya Kar and Jose M. F. Moura,2024,https://arxiv.org/abs/0704.0954,10.1109/TSP.2008.920143,,cs.IT,
704.0985,Architecture for Pseudo Acausal Evolvable Embedded Systems,"Advances in semiconductor technology are contributing to the increasing complexity in the design of embedded systems. Architectures with novel techniques such as evolvable nature and autonomous behavior have engrossed lot of attention. This paper demonstrates conceptually evolvable embedded systems can be characterized basing on acausal nature. It is noted that in acausal systems, future input needs to be known, here we make a mechanism such that the system predicts the future inputs and exhibits pseudo acausal nature. An embedded system that uses theoretical framework of acausality is proposed. Our method aims at a novel architecture that features the hardware evolability and autonomous behavior alongside pseudo acausality. Various aspects of this architecture are discussed in detail along with the limitations.",cs.NE cs.AI,"Mohd Abubakr, R.M.Vinay",2024,https://arxiv.org/abs/0704.0985,,,cs.NE,
704.102,The on-line shortest path problem under partial monitoring,"The on-line shortest path problem is considered under various models of partial monitoring. Given a weighted directed acyclic graph whose edge weights can change in an arbitrary (adversarial) way, a decision maker has to choose in each round of a game a path between two distinguished vertices such that the loss of the chosen path (defined as the sum of the weights of its composing edges) be as small as possible. In a setting generalizing the multi-armed bandit problem, after choosing a path, the decision maker learns only the weights of those edges that belong to the chosen path. For this problem, an algorithm is given whose average cumulative loss in n rounds exceeds that of the best path, matched off-line to the entire sequence of the edge weights, by a quantity that is proportional to 1/\sqrt{n} and depends only polynomially on the number of edges of the graph. The algorithm can be implemented with linear complexity in the number of rounds n and in the number of edges. An extension to the so-called label efficient setting is also given, in which the decision maker is informed about the weights of the edges corresponding to the chosen path at a total of m << n time instances. Another extension is shown where the decision maker competes against a time-varying path, a generalization of the problem of tracking the best expert. A version of the multi-armed bandit setting for shortest path is also discussed where the decision maker learns only the total weight of the chosen path but not the weights of the individual edges on the path. Applications to routing in packet switched networks along with simulation results are also presented.",cs.LG cs.SC,"Andras Gyorgy, Tamas Linder, Gabor Lugosi, Gyorgy Ottucsak",2024,https://arxiv.org/abs/0704.1020,,,cs.LG,
704.1028,A neural network approach to ordinal regression,"Ordinal regression is an important type of learning, which has properties of both classification and regression. Here we describe a simple and effective approach to adapt a traditional neural network to learn ordinal categories. Our approach is a generalization of the perceptron method for ordinal regression. On several benchmark datasets, our method (NNRank) outperforms a neural network classification method. Compared with the ordinal regression methods using Gaussian processes and support vector machines, NNRank achieves comparable performance. Moreover, NNRank has the advantages of traditional neural networks: learning in both online and batch modes, handling very large training datasets, and making rapid predictions. These features make NNRank a useful and complementary tool for large-scale data processing tasks such as information retrieval, web page ranking, collaborative filtering, and protein ranking in Bioinformatics.",cs.LG cs.AI cs.NE,Jianlin Cheng,2024,https://arxiv.org/abs/0704.1028,,,cs.LG,
704.1074,Markov basis and Groebner basis of Segre-Veronese configuration for   testing independence in group-wise selections,"We consider testing independence in group-wise selections with some restrictions on combinations of choices. We present models for frequency data of selections for which it is easy to perform conditional tests by Markov chain Monte Carlo (MCMC) methods. When the restrictions on the combinations can be described in terms of a Segre-Veronese configuration, an explicit form of a Gr\""obner basis consisting of moves of degree two is readily available for performing a Markov chain. We illustrate our setting with the National Center Test for university entrance examinations in Japan. We also apply our method to testing independence hypotheses involving genotypes at more than one locus or haplotypes of alleles on the same chromosome.",math.ST math.AC stat.AP stat.TH,"Satoshi Aoki, Takayuki Hibi, Hidefumi Ohsugi, Akimichi Takemura",2024,https://arxiv.org/abs/0704.1074,10.1007/s10463-008-0171-7,"Annals of the Institute of Statistical Mathematics (2010). Vol.
  62, 299--321",math.ST,
704.1139,High-dimensional variable selection,"This paper explores the following question: what kind of statistical guarantees can be given when doing variable selection in high-dimensional models? In particular, we look at the error rates and power of some multi-stage regression methods. In the first stage we fit a set of candidate models. In the second stage we select one model by cross-validation. In the third stage we use hypothesis testing to eliminate some variables. We refer to the first two stages as ""screening"" and the last stage as ""cleaning."" We consider three screening methods: the lasso, marginal regression, and forward stepwise regression. Our method gives consistent variable selection under certain conditions.",math.ST stat.ML stat.TH,"Larry Wasserman, Kathryn Roeder",2024,https://arxiv.org/abs/0704.1139,10.1214/08-AOS646,"Annals of Statistics 2009, Vol. 37, No. 5A, 2178-2201",math.ST,
704.1267,Text Line Segmentation of Historical Documents: a Survey,"There is a huge amount of historical documents in libraries and in various National Archives that have not been exploited electronically. Although automatic reading of complete pages remains, in most cases, a long-term objective, tasks such as word spotting, text/image alignment, authentication and extraction of specific fields are in use today. For all these tasks, a major step is document segmentation into text lines. Because of the low quality and the complexity of these documents (background noise, artifacts due to aging, interfering lines),automatic text line segmentation remains an open research field. The objective of this paper is to present a survey of existing methods, developed during the last decade, and dedicated to documents of historical interest.",cs.CV,"Laurence Likforman-Sulem, Abderrazak Zahour, Bruno Taconet",2024,https://arxiv.org/abs/0704.1267,10.1007/s10032-006-0023-z,"Vol. 9, no 2-4, April 2007, pp. 123-138",cs.CV,
